2025-07-01 16:08:20,838 INFO Starting up INF Items Scraper...
2025-07-01 16:08:21,554 INFO Priming master session
2025-07-01 16:08:22,236 INFO Navigating to login page: https://sellercentral.amazon.co.uk/ap/signin?openid.pape.max_auth_age=900&openid.return_to=https%3A%2F%2Fsellercentral.amazon.co.uk%2Fsnowdash%3Fmons_sel_dir_mcid%3Damzn1.merchant.d.ADCTYK7ZDZ3AJG55TWLDKHVPEU7Q%26mons_sel_mkid%3DAM7DNVYQULIQ5%26mons_sel_dir_paid%3Damzn1.pa.d.AC5SCORDKVABET36OI32HPSR7K3A%26ignore_selection_changed%3Dtrue&openid.identity=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.assoc_handle=sc_uk_amazon_v2&openid.mode=checkid_setup&openid.claimed_id=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.ns=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0&mons_redirect=sign_in&ssoResponse=eyJ6aXAiOiJERUYiLCJlbmMiOiJBMjU2R0NNIiwiYWxnIjoiQTI1NktXIn0.nIxDt6YB6oQ20szF9uPcUAsvJeUex6GYuJC79NFGEc_0g5C0RKA0hw.9vWwKREZ-4z4ZT8N._i6p8USp4eccQS46LYe47Th1ZBSFiWsiJhb2srIh7niZisOyGeT6kL2gCSLSTHRZwElkCN6AMqcX5kqsZ3H3PqYtouGCc34W2fhFaMc3dZ9eEonHaM0zMQ3bRaJXqehr4at6YdLv3Si3JMkh8vouqCAwr9Wq_jxu0nDxekiJtkdpVqOCTI68BM_Ce9DFBd_XS5NFOTw8.MEIbisUMWZaNBcRUH9M5nw
2025-07-01 16:08:24,131 INFO OTP is required.
2025-07-01 16:08:25,609 INFO Login process appears successful.
2025-07-01 16:08:25,619 INFO Login successful. Auth state saved to 'state.json'.
2025-07-01 16:08:25,643 INFO Starting INF data collection for 'Morrisons - Thornton-Cleveleys'
2025-07-01 16:08:25,718 INFO Navigating to Inventory Insights URL: https://sellercentral.amazon.co.uk/snow-inventory/inventoryinsights/?ref_=mp_home_logo_xx&cor=mmp_EU&mons_sel_dir_mcid=amzn1.merchant.d.PMPSTY6I7DNDVHT7PKBFHYWZ4M&mons_sel_mkid=AM7DNVYQULIQ5
2025-07-01 16:08:26,233 INFO Waiting for INF table 'table.imp-table' to be visible...
2025-07-01 16:08:27,214 INFO INF table found. Proceeding with data extraction.
2025-07-01 16:08:27,218 INFO Found 0 items in the table.
2025-07-01 16:08:27,218 WARNING No INF items were extracted from the table for Morrisons - Thornton-Cleveleys.
2025-07-01 16:08:27,304 INFO Screenshot saved for debugging: output/Morrisons - Thornton-Cleveleys_inf_no_items_20250701_160827.png
2025-07-01 16:08:27,311 ERROR INF scraper run failed: Could not retrieve data for the target store.
2025-07-01 16:08:27,311 INFO Shutting down...
2025-07-01 16:08:27,344 INFO Shutdown complete.
2025-07-01 16:13:19,763 INFO Starting up INF Items Scraper...
2025-07-01 16:13:21,243 INFO Starting INF data collection for 'Morrisons - Thornton-Cleveleys'
2025-07-01 16:13:21,576 INFO Navigating to Inventory Insights URL: https://sellercentral.amazon.co.uk/snow-inventory/inventoryinsights/?ref_=mp_home_logo_xx&cor=mmp_EU&mons_sel_dir_mcid=amzn1.merchant.d.PMPSTY6I7DNDVHT7PKBFHYWZ4M&mons_sel_mkid=AM7DNVYQULIQ5
2025-07-01 16:13:22,261 INFO Waiting for INF table container 'table.imp-table' to be visible...
2025-07-01 16:13:23,169 INFO Table container found.
2025-07-01 16:13:23,170 INFO Waiting for table to be populated with data (first row)...
2025-07-01 16:13:25,052 INFO Table data has loaded. Proceeding with extraction.
2025-07-01 16:13:25,055 INFO Found 10 items in the table.
2025-07-01 16:13:26,537 INFO Successfully scraped 10 INF items for Morrisons - Thornton-Cleveleys.
2025-07-01 16:13:27,638 INFO Successfully posted INF report to chat webhook.
2025-07-01 16:13:27,642 INFO INF scraper run completed successfully.
2025-07-01 16:13:27,648 INFO Shutting down...
2025-07-01 16:13:27,701 INFO Shutdown complete.
2025-07-01 16:20:01,399 INFO Starting up INF Items Scraper...
2025-07-01 16:20:02,052 INFO Starting INF data collection for 'Morrisons - Thornton-Cleveleys'
2025-07-01 16:20:02,293 INFO Navigating to Inventory Insights URL: https://sellercentral.amazon.co.uk/snow-inventory/inventoryinsights/?ref_=mp_home_logo_xx&cor=mmp_EU&mons_sel_dir_mcid=amzn1.merchant.d.PMPSTY6I7DNDVHT7PKBFHYWZ4M&mons_sel_mkid=AM7DNVYQULIQ5
2025-07-01 16:20:03,041 INFO Waiting for INF table container 'table.imp-table' to be visible...
2025-07-01 16:20:04,042 INFO Table container found.
2025-07-01 16:20:04,042 INFO Waiting for table to be populated with data...
2025-07-01 16:20:05,925 INFO Table data has loaded.
2025-07-01 16:20:05,926 INFO Clicking 'INF Units' header to sort table...
2025-07-01 16:20:06,028 INFO Table sorted successfully by INF Units.
2025-07-01 16:20:07,037 INFO Found 10 items in the table after sorting.
2025-07-01 16:20:07,191 INFO Successfully scraped 10 INF items for Morrisons - Thornton-Cleveleys.
2025-07-01 16:20:08,204 INFO Successfully posted INF report to chat webhook.
2025-07-01 16:20:08,205 INFO INF scraper run completed successfully.
2025-07-01 16:20:08,205 INFO Shutting down...
2025-07-01 16:20:08,255 INFO Shutdown complete.
2025-07-01 16:24:39,958 INFO Starting up INF Items Scraper...
2025-07-01 16:24:40,602 INFO Starting INF data collection for 'Morrisons - Thornton-Cleveleys'
2025-07-01 16:24:40,819 INFO Navigating to Inventory Insights URL: https://sellercentral.amazon.co.uk/snow-inventory/inventoryinsights/?ref_=mp_home_logo_xx&cor=mmp_EU&mons_sel_dir_mcid=amzn1.merchant.d.PMPSTY6I7DNDVHT7PKBFHYWZ4M&mons_sel_mkid=AM7DNVYQULIQ5
2025-07-01 16:24:41,772 INFO Waiting for INF table container 'table.imp-table' to be visible...
2025-07-01 16:24:42,164 INFO Table container found.
2025-07-01 16:24:42,164 INFO Waiting for table to be populated with data...
2025-07-01 16:24:44,042 INFO Table data has loaded.
2025-07-01 16:24:44,042 INFO Clicking 'INF Units' header to sort table...
2025-07-01 16:24:44,166 INFO Table sorted successfully by INF Units.
2025-07-01 16:24:45,182 INFO Found 10 items in the table after sorting.
2025-07-01 16:24:45,377 INFO Successfully scraped 10 INF items for Morrisons - Thornton-Cleveleys.
2025-07-01 16:24:46,730 INFO Successfully posted INF report to chat webhook.
2025-07-01 16:24:46,732 INFO INF scraper run completed successfully.
2025-07-01 16:24:46,732 INFO Shutting down...
2025-07-01 16:24:46,775 INFO Shutdown complete.
2025-07-01 16:29:01,257 INFO Starting up INF Items Scraper...
2025-07-01 16:29:01,952 INFO Starting INF data collection for 'Morrisons - Thornton-Cleveleys'
